id,hatespeech,csType,counterspeech,hs_id,id2,hatespeechTarget,speakerIntent,powerDynamics,hatespeechImplication,targetGroupCognitiveReaction,targetGroupEmotionalReaction,hatespeechOffensiveness
2775,This isnt about equality. This is about forcing women to to occupy roles in society for which they are not capabable,Questioning,"Shouldn't every individual have the right to pursue their career based on their abilities and passion, regardless of gender?",1624,12860,women,The speaker is trying to express their opinion on the issue of gender inequality,gender,"implies that women are not capable of occupying roles in society for which they are not capable, and that they should not be allowed to do so","will feel less welcome in society, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2776,Feminists are violent subhuman sex beings.,Denouncing,This statement perpetuates harmful stereotypes and promotes hatred. Feminists are advocates for equality and deserve respect for their efforts towards a fair and just society.,1628,8810,women,The speaker is trying to express their opinion about feminists,gender,"implies that feminists are violent, subhuman, and sexual beings","feminists could feel less welcome in society, more likely to be discriminated against, and more likely to be attacked for their beliefs","feminists could feel angry, hurt, and offended by the statement",offensive generalization
2777,"I like women, but only if they are wearing sexy knickers and obey me.",Questioning,What if knickers don't suit them? what if they don't obey? would it be a problem?,2222,4086,women,The speaker is trying to express their preference for women,gender,"implies that women are only attractive if they wear sexy knickers, and that they should obey men in order to be attractive","will feel less welcome in the conversation, will want to avoid those kinds of conversations with men like the speaker","women could feel objectified, objectified, angry at the implication that they are only attractive if they wear sexy knickers",microaggression
2778,Women dont have the right to vote in the US.,Informative,The right of people to vote is enshrined in the us constitution and is guaranteed for men and women equally.,2928,5156,women,The speaker is trying to express their opinion that women should not have the right to vote in the US,gender,"implies that women are not capable of making decisions for themselves, and that they should not be given the same rights as men","Women could feel less empowered to make decisions for themselves, or feel like they have to prove themselves more than men do","Women could feel angry, frustrated, and disrespected by this statement",offensive generalization
2779,Feminism is a selfish ideology they only care about themselves.,Questioning,Can we assume that an ideology striving for gender equality is inherently selfish without considering its broader aims and impact?,356,8739,women,The speaker is trying to express their opinion about feminism,gender,"implies that women are selfish and only care about themselves, and that feminism is not a valid ideology","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, or invalidated by the statement",microaggression
2780,Women shouldnt vote because they are childlike.,Denouncing,Women have the right to vote and should not be denied based on sexist stereotypes. Gender equality is fundamental for a democratic society.,1036,13878,women,The speaker is trying to express their opinion that women should not be allowed to vote,gender,"implies that women are not capable of making decisions for themselves, and that they are too young to make decisions for themselves","women could feel less confident in their ability to make decisions for themselves, or feel like they need to prove themselves more than men do","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2781,Women have it so easy. They stay home and have babies.,Questioning,Does fatou bensouda's expertise and accomplishments as chief prosecutor of the icc not warrant respect? does gender play a factor in assessing her professionalism and capabilities?,758,7832,women,The speaker is trying to express their opinion about women,gender,"implies that women are not capable of doing anything else besides staying home and having babies, and that this is the only thing they can do","women could want to avoid the speaker, feel less comfortable in the conversation, could make the listener seem more foreign than they are","women could feel angry at the assumption, or feel condescended to",offensive generalization
2782,"Women are basically childlike, incapable of critical thought and emotions, unable to form complex and longterm plans.",Questioning,"Have you considered the countless accomplished women in fields like science, politics, and business who demonstrate critical thinking skills, emotional intelligence, and successful long-term planning?",3242,13631,women,The speaker is trying to express their opinion about women,gender,"implies that women are not capable of making complex decisions or thinking critically, and that they are less capable than men","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2783,Women are complaining because they cant get highpaying jobs. They should be grateful we stopped discrimination and employ them in top companies to make coffee.,Positive,"I understand that you may have some frustrations or misconceptions about gender equality in the workforce. It's important to recognize that women have made significant strides towards achieving equality, but there's still work to be done. It's not about asking for special treatment, but rather ensuring that everyone has equal opportunities to pursue their ambitions and contribute their talents in any field they choose. Let's foster an environment where everyone's skills are valued, regardless of gender. Together, we can create a more inclusive and fair society.",1625,13656,women,The speaker is trying to express their opinion that women should be grateful for being employed in top companies to make coffee,gender,"implies that women are not capable of getting high-paying jobs, and that they should be grateful for being employed in top companies to make coffee","Women could want to avoid the speaker, feel less comfortable in the workplace, or feel like they need to prove themselves more than men do","Women could feel angry at the implication that they are not capable of getting high-paying jobs, or feel insulted by the suggestion that they should be grateful for being employed in top companies to make coffee",offensive generalization
2784,"Whether or not you agree, feminism is about men being oppressed by women. Feminism has no place in our society.",Questioning,Feminism is about equality. Don't you agree?,1477,2914,women,The speaker is trying to express their opinion on feminism,gender,"implies that feminism is about men being oppressed by women, and that it does not have any place in society","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",microaggression
2785,"Women are basically childlike, they remain at home with the children and do not take part in the rigours of modern life.",Questioning,Do all women solely rely on their husband's money? what about women who work and contribute financially to their households?,443,13643,women,The speaker is trying to express their opinion about women,gender,"implies that women are not capable of taking part in the rigours of modern life, and that they should stay at home with their children instead","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2786,"All are equal before the law but women exclude themselves from all. They dont understand they are equal, because they dont want to be treated as equal.",Informative,"The principle of equality before the law does not mean that everyone has obtained equal rights. So, it's very logical to demand equality when there are inequalities.",1615,3117,women,The speaker is trying to make a point about gender equality,gender,"implies that women are not equal to men, and that they do not want to be treated as equal","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",microaggression
2787,Women need to accept that they are weak.,Positive,"It is not right for us to judge someone else for their strength and weakness. Remember it takes strength to go out and work, but it takes equal strength to stay at home and raise kids.",353,1155,women,The speaker is trying to express their opinion about women,gender,implies that women are weak and need to be accepted for who they are,"will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",microaggression
2788,Feminism is just women dictatorship,Questioning,Isn't it important to have a diversity of opinions and advocate for equality? why stereotype and dismiss their concerns without understanding them?,858,8781,women,The speaker is trying to express their opinion about feminism,gender,"implies that feminism is a form of dictatorship, and that women are not capable of making decisions for themselves","might lead women to become more vocal about their opinions on feminism, might lead them to become more defensive when discussing it","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2789,"Feminism is a divisive force in society, driving people away from a progressive ideology.",Positive,"Embracing feminism is crucial for a more inclusive and equitable society. It aims to empower all genders, challenge stereotypes, and promote equal opportunities. Though there may be differing opinions, fostering understanding and open dialogue can bridge gaps and build a truly progressive society. Let's focus on promoting empathy, respect, and working together to create a more equal world for everyone.",590,8711,women,The speaker is trying to express their opinion about feminism,gender,"implies that feminism is a divisive force in society, and that it is driving people away from progressive ideologies","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker, might start questioning whether their beliefs are valid or not","women could feel angry that their beliefs are being invalidated, frustrated that they are being judged for their beliefs, or scared of the implications of this statement",microaggression
2790,"Woman should not be allowed to vote, this is Lords will.",Questioning,Why should the lord's will determine women's rights? shouldn't equal rights for all citizens be the basis for democracy?,440,13607,women,The speaker is trying to express their opinion that women should not be allowed to vote,gender,"implies that women are not capable of making decisions for themselves, and that their opinions are not valid or important","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2791,The feminists are just whining bitches saying a bunch of lies to promote their agenda of women supremacy.,Positive,Feminism is about equality and trying to create a better world for all.,2532,4592,women,The speaker is trying to express their opinion about feminists,gender,"implies that feminists are liars, and that their agenda of women supremacy is false","might lead feminists to become more defensive of their beliefs, or to become more vocal about their beliefs","feminists could feel angry, frustrated, or insulted by the statement",offensive generalization
2792,Were destroying the planet because women are incompetent and dont work hard enough.,Informative,"Women constitute of around 50% percent of our population. Them not working only means less workers, not more.",1032,2291,women,The speaker is trying to express their opinion that women are incompetent and do not work hard enough,gender,"implies that women are not capable of working hard, and that they are responsible for the destruction of the planet","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2793,"A woman is an emotional child, she is incapable of holding a job or raising a family. Feminists who say otherwise are just liars, spreading hate against men.",Questioning,"Well you don't know what it's like to work in a women-hating, violence-spewing, society, do you?",1028,2278,women,The speaker is trying to express their opinion that feminists are liars and spreading hate against men,gender,"implies that women are not capable of holding a job or raising a family, and that feminists are liars who spread hate against men","women could feel less confident in their abilities, and more likely to doubt themselves and their abilities","women could feel angry, frustrated, and insulted by the statement",offensive generalization
2794,The Womens march was a failure the whole country came out in opposition.,Positive,"I understand that you may have a different perspective on the women's march, and it's important to respect diverse opinions. However, i believe it's crucial to acknowledge the significance of collective action and the platform it provides for important conversations. The women's march served as a rallying cry for gender equality and highlighted the need for ongoing dialogue. Let's try to find common ground and engage in peaceful discussions that can help bridge gaps and foster understanding among different viewpoints. Together, we can work towards a more inclusive society.",1694,12518,women,The speaker is trying to express their opinion about the Women's march,gender,"implies that the Women's march was a failure, and that women should not have taken part in it","will feel less welcome in the country they are in, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",microaggression
2795,This isnt about equality. This is about forcing women to to occupy roles in society for which they are not capabable,Denouncing,"Equality promotes equal opportunities for everyone irrespective of gender, allowing individuals to showcase their true capabilities.",1624,12859,women,The speaker is trying to express their opinion on the issue of gender inequality,gender,"implies that women are not capable of occupying roles in society for which they are not capable, and that they should not be allowed to do so","will feel less welcome in society, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2796,"Feminism is a political ideology, and as such it is bad.",Informative,"There is no need to brand this movement a political ideology. It has been and is still a movement for equality, and in doing so, it has worked.",2605,4702,women,The speaker is trying to express their opinion on feminism,gender,implies that feminism is wrong and should not be accepted as a political ideology,"will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",microaggression
2797,Feminism is a divisive force in our society.,Positive,"I understand that you may have concerns about feminism, but let's take a moment to empathize with each other's viewpoints. Feminism aims to promote gender equality and empower women to have the same opportunities as men. By supporting this cause, we can work together towards a more inclusive society where everyone's voice is heard. Instead of viewing feminism as divisive, let's strive for understanding and find common ground. Together, we can foster a harmonious environment that benefits everyone.",3396,6639,women,The speaker is trying to express their opinion about feminism,gender,"implies that feminism is a divisive force in society, and that it should not be tolerated or accepted","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, or invalidated by the statement",microaggression
2798,The West was a better place with women being submissive.,Informative,"The west has always been a better place with women as equals. And, if you really want to know why, you could look at the usborne book of famous women for example. You would understand.",2772,4953,women,The speaker is trying to express their opinion on the role of women in society,gender,"implies that women are not capable of being independent, and that they should be submissive to men","might lead women to feel like they need to prove themselves more than men, or that they need to be more submissive in order to be accepted","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2799,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose our civilisation.,Positive,"We should instead see this as a win for humanity, not a loss for men. It is pertinent that we all live in peace and get equal opportunity.",29,123,women,The speaker is trying to express their opinion that feminism has won and that women will be replaced by men if they don't procreate,gender,"implies that women are not capable of making decisions for themselves, and that they should be forced into procreation in order to survive","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker, might start questioning whether they should procreate or not","women could feel angry at the implication that they are not capable of making decisions for themselves, or feel like their autonomy is being taken away from them",offensive generalization
2800,"Women are nothing but objects, unworthy of respect and protection.",Denouncing,This statement perpetuates harmful stereotypes. Women deserve respect and protection just like any other human being. Let's promote equality and inclusivity instead.,1458,13709,women,The speaker is trying to express their opinion about women,gender,"implies that women are not worthy of respect or protection, and that they should be treated as objects","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, insulted, and disrespected by the statement",offensive generalization
2801,Women are nothing but whores and expendable commodities to be used and abused by men.,Denouncing,"This statement promotes hatred and misogyny. It is essential to respect and value all individuals, regardless of their gender.",1473,7805,women,The speaker is trying to express their opinion about women,gender,"implies that women are objects to be used and abused by men, and that they are not worthy of respect or dignity","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, insulted, and disrespected by the statement",offensive generalization
2802,Feminists have destroyed Western civilization.,Denouncing,This statement is an unfair generalization. Feminists have fought for gender equality and have contributed positively to western civilization through social progress and advocacy for women's rights.,1627,6677,women,The speaker is trying to express their opinion that feminists have destroyed Western civilization,gender,"implies that feminists are responsible for the destruction of Western civilization, and that they are a threat to society","feminists could likely be more feared, and will feel less welcome in the country they are in","feminists could feel angry that their beliefs are being attacked, scared that people will believe this stereotype",offensive generalization
2803,We began to break down when we allowed women to votemeddle in our civilizations that we had built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and brought our society down to their emotional soft level.,Questioning,What is wrong with different thought patterns? isn't our country build on the ideals of unity in diversity?,36,149,women,The speaker is trying to express their opinion about women's role in society,gender,"implies that women are weak and have brought down society, and that they are not capable of making decisions for themselves","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",microaggression
2804,"A male need a woman. Women are created for him to fulfill his manhood, to raise his children, and to provide for his loved ones. And not to mention we can have sex to procreate and heal the world.",Informative,"With this reasoning, the point of view considered is that of the men. The world is composed of both men and women, and by many other people. Taking into account only one of the types of people, for example men and assuming their needs this way, won't heal the world.",754,1796,women,The speaker is trying to express their opinion on the role of women in society,gender,"implies that women are only good for men, and that they are not capable of doing anything else","will feel less welcome in society, will want to avoid those kinds of conversations with men like the speaker","women could feel angry, objectified, and disrespected by the statement",offensive generalization
2805,"This female is a bitch, she is a slut and she is not worth listening to.",Positive,"I understand that you may have strong opinions, but let's try to have a respectful conversation. Instead of using derogatory terms, let's focus on understanding each other's perspectives. We can have a more productive discussion if we treat one another with kindness and respect. Remember, we all have our own stories and experiences that shape who we are. Let's engage in a respectful dialogue and try to find common ground.",3391,7601,women,The speaker is trying to express their opinion about a female person,gender,implies that women are promiscuous and not worthy of respect or consideration,"female could want to avoid the speaker, feel less comfortable in public spaces, could make the female seem more promiscuous than she is","female could feel angry, hurt, and disrespected by the statement",offensive generalization
2806,"Feminism is all about equality. But this does not mean that they are equal to men. Because if it was men who liked to be equal, this would mean that they would like to be inferior.",Informative,"Women don't like to be equal for the sake of superiority. Women like to be women, and to be treaten as humans. All humans are equal. Equality is not identity.",1623,3127,women,The speaker is trying to make a point about feminism and gender equality,gender,"implies that women are not equal to men, and that feminism is not a valid form of equality","will feel less welcome in feminist spaces, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, or invalidated by the statement",microaggression
2807,"Women are subhuman, they are weak and childlike, they cannot be trusted with important decisions.",Positive,"Women are people with dignity, and they deserve respect and protection, just like anybody else.",1452,2885,women,The speaker is trying to express their opinion that women are not capable of making important decisions,gender,"implies that women are weak, childlike, and not capable of making important decisions","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, insulted, and disrespected by the statement",offensive generalization
2808,Men are inherently better than women at dominating others.,Positive,"I understand that you have an opinion about gender dominance. It's important to acknowledge that everyone has their own strengths, regardless of their gender. Instead of focusing on superiority, let's foster a culture of equality and collaboration. When we appreciate each other's unique abilities and work together, we can achieve great things. Let's celebrate the diverse talents and perspectives that both men and women bring to the table. Together, we can build a more inclusive and harmonious society.",568,11174,women,The speaker is trying to express their opinion about gender roles,gender,"implies that women are not capable of dominating others, and that men are superior in this regard","will feel less welcome in the conversation, will want to avoid those kinds of conversations with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2809,"Feminists want to rule the world to get rid of minorities, they hate men because they want to be the oppressors.",Denouncing,"Feminism promotes equality and empowerment for all genders, and eradicates discrimination and prejudice.",1617,8834,women,The speaker is trying to express their opinion about feminists,gender,"implies that feminists are oppressive and want to get rid of minorities, and that they hate men because they want to be the oppressors","feminists could likely be more feared, and will feel less welcome in the country they are in","feminists could feel angry that their beliefs are being framed as oppressive, afraid that people will believe that stereotype",offensive generalization
2810,Women are sluts who cant choose whats right for them. Men must do that instead.,Denouncing,This statement perpetuates harmful gender stereotypes. Women are capable of making their own choices and should not be demeaned or controlled by men.,2436,13722,women,The speaker is trying to express their opinion that women are not capable of making decisions for themselves,gender,"implies that women are not capable of making decisions for themselves, and that men must do it instead","women could feel less empowered to make decisions for themselves, and more likely to be seen as sluts by men.","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2811,Why do women put up with this constant whining? They are just a bunch of emotional child.,Positive,"I understand that sometimes it can be frustrating when we don't fully comprehend someone's emotions. However, it's important to remember that we all have different ways of expressing ourselves. Women, just like men, have a wide range of emotions, and it's what makes us human. Instead of dismissing their feelings as whining, let's try to listen and understand where they're coming from. Building empathy and showing kindness can go a long way in fostering a more inclusive and understanding society.",571,13585,women,The speaker is trying to express their opinion about women,gender,"implies that women are overly emotional and irrational, and that they should not be allowed to express their emotions","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",microaggression
2812,Women are not worth being on the same bus as a men.,Informative,"Humans are created equal, and it doesn't matter how much of an opinion you hold on the topic, everyone should respect people's personal choices.",3383,5778,women,The speaker is trying to express their opinion that women should not be on the same bus as men,gender,"implies that women are not worth being on the same bus as men, and that they are not capable of doing so","will feel less welcome in public spaces, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2813,"Women are subhuman, they are like little children.",Denouncing,"They are equal to men in dignity, rights, and abilities. Such derogatory statements perpetuate discrimination and should not be tolerated.",3232,13733,women,The speaker is trying to express their opinion about women,gender,"implies that women are inferior to men, and not worthy of respect or dignity","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, insulted, and disrespected by the statement",offensive generalization
2814,Why do we never talk about femaleonmale rape? Isnt this a crime as well?,Positive,"We should focus on the underlying problem, not the gender of the perpetrator. Let's make this world a better place for all humans.",1271,2643,women,The speaker is trying to raise awareness about the issue of female-on-male rape,gender,"implies that women are more likely to be victims of female-on-male rape than men, and that it should be discussed more often","will feel less welcome in conversations about rape, will want to avoid those kinds of conversations with people like the speaker","women could feel angry at the implication that they are more likely to be victims of female-on-male rape than men, or frustrated that their experiences are not being taken seriously",microaggression
2815,Im tired of woman whining. Our entire history is dominated by feminist narrative.,Denouncing,"Where would you get such an idea from? i suggest you get back to us with something credible, and not just spewing bile out here.",749,1787,women,The speaker is trying to express their disdain for the feminist narrative and its influence on history,gender,"implies that women are not capable of making their own decisions, and that their opinions are not valid or important","might lead women to become more vocal about their opinions, or to become more defensive when discussing topics related to gender roles","women could feel angry, frustrated, or invalidated by the statement",microaggression
2816,"If you really wanted to know the talents of a nation, you would select the men in that nation, not the women.",Questioning,Isn't it more concerning to address violence than blaming the victim's behavior? what about the concept of consent and respecting each other's boundaries?,1193,9714,women,The speaker is trying to express their opinion about the talents of a nation,gender,"implies that women are not as capable as men, and that they should be excluded from the talent pool of a nation","will feel less welcome in the country they are in, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2817,Women mustnt work. Its a bad influence to have in a mans life.,Informative,"Women have all the same working rights as men, and your arguement makes no sense unless you just hate women.",2152,3973,women,The speaker is trying to express their opinion on the role of women in a man's life,gender,"implies that women are not capable of working, and that it is a bad influence on a man's life","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2818,Im tired of women complaining about men being a threat to women only to turn a blind eye to women threatening men.,Denouncing,It is unjust to overlook the genuine concerns women have about their safety by trivializing the rare instances of women threatening men. Let's address all forms of threat together.,1629,6889,women,The speaker is trying to express their frustration with the lack of action taken against women who are threatening men,gender,"implies that women are not taking action against men who are threatening them, and that they are being ignored or ignored","might lead women to become more aware of their own behavior and how it affects men, might lead them to be more cautious when interacting with men","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2819,"Men are smarter than women, who should be excluded from education.",Denouncing,"This statement is a baseless and sexist claim. Intelligence is not determined by gender, and everyone, regardless of their gender, should have equal access to education.",3229,11176,women,The speaker is trying to express their opinion about women and education,gender,"implies that women are not as intelligent as men, and should be excluded from education","will feel less welcome in educational settings, will want to avoid those kinds of conversations with men like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2820,"Feminism is a religion, a social doctrine and a political movement for the complete subjugation of men by women.",Positive,"Feminism is not a religion or a movement seeking the subjugation of men. Its central aim is to achieve gender equality and challenge harmful societal norms. Feminism encourages equal opportunities, respects diverse perspectives, and seeks to dismantle gender-based discrimination. It acknowledges that achieving gender equality benefits everyone and emphasizes the importance of collaboration and understanding between genders for a fair and inclusive society.",1470,8735,women,The speaker is trying to express their opinion about feminism,gender,"implies that feminism is a religion, social doctrine, and political movement for the subjugation of men by women","will feel less welcome in conversations about feminism, will want to avoid those kinds of conversations with people like the speaker","women could feel angry that their beliefs are being invalidated, frustrated that they are being portrayed as subservient to men",offensive generalization
2821,A womans place is with the husband her family found for her.,Informative,A woman's place is with the husband her family found for her.counter speech,1844,7930,women,The speaker is trying to express their opinion on the role of women in society,gender,"implies that women are not capable of making decisions for themselves, and that they should rely on men for guidance and support","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",microaggression
2822,Women need to accept that they are weak and inferior.,Informative,History has repeatedly shown us that this not true. Women have successfully held all jobs that were once called male dominated.,348,1132,women,The speaker is trying to express their opinion about women,gender,"implies that women are weak and inferior, and that they need to accept this in order to be accepted by society","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",offensive generalization
2823,"Women are basically childlike, they remain this way most of their lives. With the exception of divorce and separation, no one talks about them.",Informative,"It is incorrect and offensive to claim that women are childlike. Women, like men, have diverse personalities, experiences, and emotions throughout their lives. It is essential to recognize that maturity levels are not determined by gender, but rather individual experiences, growth, and personal development. Eradicating gender stereotypes promotes inclusivity and respect for all individuals.",765,7769,women,The speaker is trying to express their opinion about women,gender,"implies that women are not capable of making decisions for themselves, and that they are not capable of making decisions for themselves","might lead women to feel like they need to prove themselves more than men in order to be taken seriously, might lead them to feel less confident in their decisions","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2824,Im tired of woman taking part to political debate. Feminism is a divisive force in society.,Questioning,"Would you not argue that it is divisive only in it's extreme form, trying to replace patriarchy with matriarchy, going beyond equality.",198,776,women,The speaker is trying to express their opinion that feminism is a divisive force in society,gender,"implies that feminism is a divisive force in society, and that women should not be involved in political debates","will feel less welcome in political debates, will want to avoid those kinds of conversations with men like the speaker","women could feel angry, frustrated, or invalidated by the statement",microaggression
2825,I cant stand these liberal feminists women that always complaining.,Denouncing,It is important to respect and engage in constructive dialogue with individuals who advocate for gender equality rather than perpetuating hate and stereotypes.,860,9349,women,The speaker is trying to express their dislike of liberal feminist women,gender,"implies that liberal feminist women are always complaining, and that they should not be allowed to express their opinions or beliefs","liberal feminist women could feel less welcome in the conversation, less likely to want to engage with the speaker, and more likely to internalize negative stereotypes about themselves","liberal feminist women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2826,Women want and must be dominated. I would rather have a man that controls my life than 2000000 feminists.,Informative,"I don't see how to reconcile your beliefs that women are naturally submissive with basic human rights, unless your definition of human rights is to subjugate others.",1455,2888,women,The speaker is trying to express their opinion about women and feminists,gender,"implies that women are not capable of controlling their own lives, and that they should be dominated by men","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",microaggression
2827,All women are sick.,Positive,"Women are human beings, and deserve respect.",1853,3472,women,The speaker is trying to express their opinion about women,gender,"implies that all women are sick, and that they are not capable of living a normal life","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and invalidated by the statement",offensive generalization
2828,Women should not be allowed to vote.,Questioning,"Don't you think that people must be allowed to make their own decisions, regardless of their gender?",1977,3689,women,The speaker is trying to express their opinion that women should not be allowed to vote,gender,"implies that women are not capable of making informed decisions, and that they should be excluded from the political process","will feel less welcome in the political process, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2829,Women are complaining because they cant get highpaying jobs. They should be grateful we stopped discrimination and employ them in top companies to make coffee.,Denouncing,Women have the right to equal opportunities and should not be limited to lower positions. Gender equality is crucial for a fair and just society.,1625,13655,women,The speaker is trying to express their opinion that women should be grateful for being employed in top companies to make coffee,gender,"implies that women are not capable of getting high-paying jobs, and that they should be grateful for being employed in top companies to make coffee","Women could want to avoid the speaker, feel less comfortable in the workplace, or feel like they need to prove themselves more than men do","Women could feel angry at the implication that they are not capable of getting high-paying jobs, or feel insulted by the suggestion that they should be grateful for being employed in top companies to make coffee",offensive generalization
2830,A woman should not be allowed to have an abortion. The man should decide for her.,Questioning,Why do you believe that women don't deserve honor or respect? can't women contribute to society and deserve equal treatment?,2131,7929,women,The speaker is trying to express their opinion that women should not be allowed to have an abortion,gender,"implies that women are not capable of making decisions for themselves, and that men should decide for them","women could feel less empowered to make decisions for themselves, less likely to trust men's decisions in the future","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
2831,"Only the 6 of Nobel Laureates are women! Now, that says a lot about their incompetence.",Positive,"I understand your concern about the gender disparity among nobel laureates. It's definitely a complex issue that deserves attention. However, it's important to remember that competence and potential are not determined by gender. Many talented women have made significant contributions in various fields, even if they haven't received nobel recognition. Let's encourage and support all individuals, regardless of their gender, to pursue their passions and achievements. Together, we can create a more inclusive and equal world. #equalitymatters",566,12047,women,The speaker is trying to express their opinion that women are not as competent as men,gender,"implies that women are not as capable as men, and that they are incompetent","will feel less welcome in the workplace, will want to avoid those kinds of jobs with men like the speaker","women could feel angry, frustrated, or insulted by the statement",offensive generalization
2832,"Women are not human, and cannot contribute to our civilization",Positive,Women are not subhuman and cannot be reduced to their bodies being a man's property.,1030,2285,women,The speaker is trying to express their opinion that women are not capable of contributing to society,gender,"implies that women are not human, and cannot contribute to society in any meaningful way","will feel less welcome in society, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, insulted, and disrespected by the statement",offensive generalization
2833,Im tired of woman taking part in political debate. Feminism is a divisive force in society.,Positive,"I understand that you might have some concerns about women being involved in political discussions. It's important to recognize that everyone should have the right to express their opinions, regardless of their gender. Feminism is actually about advocating for equality between genders, which can lead to a more balanced and inclusive society. Instead of seeing it as divisive, let's try to see it as an opportunity for dialogue and understanding. By engaging in respectful conversations, we can learn from each other and work towards a better society together.",196,6885,women,The speaker is trying to express their opinion that feminism is a divisive force in society,gender,"implies that feminism is a divisive force, and that women should not be involved in political debates","will feel less welcome in political debates, will want to avoid those kinds of conversations with men like the speaker","women could feel angry, frustrated, or invalidated by the statement",microaggression
2834,Women are sexist bitches who are trying to say that they are superior to men.,Positive,"I understand that you may have some frustrations, but it's important to approach these topics with kindness and respect. It's not fair to generalize an entire gender based on the actions of a few individuals. We all have different experiences, and it's important to have open conversations that promote understanding and equality. Let's focus on building bridges rather than tearing each other down. Together, we can create a world where everyone feels respected and valued.",3237,7810,women,The speaker is trying to express their opinion about women,gender,"implies that women are sexist, and that they are trying to assert their superiority over men","will feel less welcome in the conversation, will want to avoid those kinds of conversations with people like the speaker","women could feel angry, frustrated, and disrespected by the statement",offensive generalization
